Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s523,TV Show,Title 523,Rachel Adams,"Chris Evans, Aamir Khan, Alia Bhatt, Ryan Reynolds",Japan,21-Sep-2020,2009,PG-13,4 Seasons,"Thriller, Action, Comedy","A thriller, action, comedy tv show available on Netflix."
s524,TV Show,Title 524,John Smith,"Scarlett Johansson, Millie Bobby Brown",Japan,9-Apr-2018,2015,PG-13,8 Seasons,"Drama, Adventure","A drama, adventure tv show available on Netflix."
s525,Movie,Title 525,Rachel Adams,"Alia Bhatt, Tom Holland, Millie Bobby Brown",United Kingdom,14-Oct-2023,2016,PG,174 min,"Adventure, Action, Thriller","A adventure, action, thriller movie available on Netflix."
s526,TV Show,Title 526,Ava Johnson,"Emma Stone, Ryan Reynolds",Spain,22-Mar-2015,2000,R,4 Seasons,"Action, Comedy, Thriller","A action, comedy, thriller tv show available on Netflix."
s527,TV Show,Title 527,John Smith,"Zendaya, Millie Bobby Brown, Robert De Niro",Japan,1-Feb-2018,2023,G,5 Seasons,Crime,A crime tv show available on Netflix.
s528,TV Show,Title 528,John Smith,"Emma Stone, Aamir Khan",United States,14-Aug-2024,2022,PG,4 Seasons,Horror,A horror tv show available on Netflix.
s529,TV Show,Title 529,James Lewis,"Robert De Niro, Emma Stone",Germany,11-Apr-2023,2004,TV-MA,6 Seasons,"Adventure, Sci-Fi","A adventure, sci-fi tv show available on Netflix."
s530,TV Show,Title 530,James Lewis,"Alia Bhatt, Zendaya, Robert De Niro, Tom Holland",United States,2-Aug-2024,2013,PG,8 Seasons,"Documentary, Sci-Fi","A documentary, sci-fi tv show available on Netflix."
s531,TV Show,Title 531,David Wilson,"Aamir Khan, Tom Holland",Japan,2-Jan-2022,2011,PG-13,7 Seasons,Crime,A crime tv show available on Netflix.
s532,TV Show,Title 532,Emily Clark,"Scarlett Johansson, Millie Bobby Brown, Ryan Reynolds",United States,16-Sep-2018,2012,PG,4 Seasons,"Thriller, Sci-Fi","A thriller, sci-fi tv show available on Netflix."
s533,TV Show,Title 533,James Lewis,"Robert De Niro, Aamir Khan",France,23-May-2018,2005,TV-14,1 Seasons,Comedy,A comedy tv show available on Netflix.
s534,TV Show,Title 534,Ava Johnson,"Millie Bobby Brown, Robert De Niro, Alia Bhatt",South Korea,17-May-2020,2021,TV-MA,2 Seasons,Comedy,A comedy tv show available on Netflix.
s535,TV Show,Title 535,Ava Johnson,"Millie Bobby Brown, Zendaya, Tom Holland, Chris Evans",Spain,14-Oct-2019,1992,R,4 Seasons,"Action, Documentary, Romance","A action, documentary, romance tv show available on Netflix."
s536,Movie,Title 536,David Wilson,"Scarlett Johansson, Millie Bobby Brown, Emma Stone",Germany,15-Aug-2015,2022,PG-13,64 min,"Horror, Drama","A horror, drama movie available on Netflix."
s537,Movie,Title 537,James Lewis,"Tom Holland, Robert De Niro, Millie Bobby Brown",South Korea,28-Feb-2020,2007,PG,138 min,"Documentary, Crime","A documentary, crime movie available on Netflix."
s538,TV Show,Title 538,Sara Davis,"Ryan Reynolds, Robert De Niro, Millie Bobby Brown",Canada,14-Jan-2016,2000,TV-14,6 Seasons,"Thriller, Action","A thriller, action tv show available on Netflix."
s539,TV Show,Title 539,Michael Brown,"Ryan Reynolds, Tom Holland",France,8-Apr-2024,2024,TV-14,6 Seasons,"Comedy, Horror, Romance","A comedy, horror, romance tv show available on Netflix."
s540,TV Show,Title 540,Ava Johnson,"Chris Evans, Alia Bhatt",Mexico,28-Sep-2021,1994,G,6 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s541,TV Show,Title 541,James Lewis,"Millie Bobby Brown, Aamir Khan, Ryan Reynolds",Mexico,18-Mar-2017,2000,TV-14,6 Seasons,"Romance, Horror","A romance, horror tv show available on Netflix."
s542,Movie,Title 542,Sara Davis,"Aamir Khan, Millie Bobby Brown",Germany,8-May-2021,2015,PG,153 min,Sci-Fi,A sci-fi movie available on Netflix.
s543,Movie,Title 543,Sara Davis,"Ryan Reynolds, Aamir Khan, Zendaya, Millie Bobby Brown",India,24-Nov-2017,1997,R,93 min,Crime,A crime movie available on Netflix.
s544,Movie,Title 544,Sara Davis,"Millie Bobby Brown, Ryan Reynolds, Aamir Khan, Chris Evans",Canada,25-Nov-2016,2001,TV-PG,94 min,"Comedy, Documentary, Drama","A comedy, documentary, drama movie available on Netflix."
s545,TV Show,Title 545,David Wilson,"Ryan Reynolds, Millie Bobby Brown",Mexico,16-Jun-2020,2015,TV-MA,2 Seasons,"Romance, Action","A romance, action tv show available on Netflix."
s546,Movie,Title 546,Emily Clark,"Ryan Reynolds, Chris Evans, Scarlett Johansson",Mexico,4-May-2023,2006,R,139 min,"Comedy, Thriller, Crime","A comedy, thriller, crime movie available on Netflix."
s547,TV Show,Title 547,David Wilson,"Aamir Khan, Zendaya",United Kingdom,28-May-2016,2024,TV-14,2 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s548,TV Show,Title 548,Emily Clark,"Millie Bobby Brown, Tom Holland, Chris Evans",South Korea,18-Jun-2015,1990,PG,3 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s549,Movie,Title 549,Michael Brown,"Millie Bobby Brown, Scarlett Johansson, Zendaya",United States,7-Aug-2016,2022,G,166 min,"Thriller, Horror, Action","A thriller, horror, action movie available on Netflix."
s550,TV Show,Title 550,Emily Clark,"Millie Bobby Brown, Zendaya",Japan,23-Oct-2024,2004,R,5 Seasons,"Documentary, Drama, Adventure","A documentary, drama, adventure tv show available on Netflix."
s551,Movie,Title 551,David Wilson,"Zendaya, Ryan Reynolds, Aamir Khan",France,24-Sep-2019,2000,TV-PG,89 min,Action,A action movie available on Netflix.
s552,Movie,Title 552,Michael Brown,"Emma Stone, Robert De Niro, Scarlett Johansson",India,4-Jul-2019,2006,PG-13,83 min,"Horror, Sci-Fi","A horror, sci-fi movie available on Netflix."
s553,TV Show,Title 553,Michael Brown,"Tom Holland, Aamir Khan, Robert De Niro, Zendaya",Germany,5-Jan-2015,2006,PG-13,5 Seasons,"Romance, Horror, Crime","A romance, horror, crime tv show available on Netflix."
s554,TV Show,Title 554,David Wilson,"Tom Holland, Alia Bhatt",United Kingdom,7-Mar-2021,2014,PG,5 Seasons,Horror,A horror tv show available on Netflix.
s555,TV Show,Title 555,Emily Clark,"Zendaya, Scarlett Johansson",Germany,15-Feb-2022,2014,PG,6 Seasons,"Sci-Fi, Adventure, Horror","A sci-fi, adventure, horror tv show available on Netflix."
s556,Movie,Title 556,James Lewis,"Tom Holland, Aamir Khan, Scarlett Johansson",United Kingdom,6-Jan-2018,2012,R,82 min,"Documentary, Horror","A documentary, horror movie available on Netflix."
s557,TV Show,Title 557,Sara Davis,"Ryan Reynolds, Scarlett Johansson, Tom Holland, Emma Stone",South Korea,7-Dec-2017,2017,TV-14,8 Seasons,"Documentary, Comedy, Drama","A documentary, comedy, drama tv show available on Netflix."
s558,Movie,Title 558,Rachel Adams,"Chris Evans, Aamir Khan",Canada,27-Dec-2022,2024,TV-PG,68 min,"Drama, Documentary","A drama, documentary movie available on Netflix."
s559,TV Show,Title 559,Ava Johnson,"Robert De Niro, Scarlett Johansson, Emma Stone",Mexico,3-Nov-2017,1995,R,5 Seasons,"Thriller, Horror, Comedy","A thriller, horror, comedy tv show available on Netflix."
s560,Movie,Title 560,Sara Davis,"Ryan Reynolds, Tom Holland, Millie Bobby Brown",United States,26-Sep-2015,2012,TV-PG,172 min,Romance,A romance movie available on Netflix.
s561,TV Show,Title 561,James Lewis,"Zendaya, Aamir Khan, Scarlett Johansson, Alia Bhatt",Mexico,15-Mar-2015,2002,PG-13,1 Seasons,Comedy,A comedy tv show available on Netflix.
s562,TV Show,Title 562,Sara Davis,"Emma Stone, Alia Bhatt, Ryan Reynolds, Aamir Khan",United States,7-Jul-2021,2000,TV-PG,2 Seasons,Documentary,A documentary tv show available on Netflix.
s563,TV Show,Title 563,David Wilson,"Zendaya, Tom Holland, Alia Bhatt",France,22-Jan-2020,1997,R,4 Seasons,"Romance, Sci-Fi","A romance, sci-fi tv show available on Netflix."
s564,Movie,Title 564,John Smith,"Millie Bobby Brown, Alia Bhatt, Chris Evans",Canada,23-Feb-2024,2017,PG-13,166 min,Sci-Fi,A sci-fi movie available on Netflix.
s565,Movie,Title 565,James Lewis,"Alia Bhatt, Scarlett Johansson, Emma Stone",Canada,16-Oct-2020,2010,TV-MA,114 min,"Sci-Fi, Action, Romance","A sci-fi, action, romance movie available on Netflix."
s566,TV Show,Title 566,Rachel Adams,"Ryan Reynolds, Alia Bhatt, Emma Stone",South Korea,21-Sep-2024,1997,PG,6 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s567,TV Show,Title 567,Michael Brown,"Aamir Khan, Tom Holland, Scarlett Johansson, Ryan Reynolds",France,28-May-2023,1999,TV-PG,5 Seasons,"Comedy, Horror, Action","A comedy, horror, action tv show available on Netflix."
s568,Movie,Title 568,Emily Clark,"Tom Holland, Millie Bobby Brown, Aamir Khan",France,25-Oct-2019,2007,TV-PG,68 min,"Horror, Adventure, Action","A horror, adventure, action movie available on Netflix."
s569,Movie,Title 569,John Smith,"Scarlett Johansson, Aamir Khan, Tom Holland",United States,7-Jun-2019,2021,G,179 min,"Horror, Sci-Fi","A horror, sci-fi movie available on Netflix."
s570,Movie,Title 570,David Wilson,"Zendaya, Scarlett Johansson",Germany,6-Jan-2019,2012,PG-13,165 min,"Horror, Action","A horror, action movie available on Netflix."
s571,TV Show,Title 571,Michael Brown,"Chris Evans, Aamir Khan, Robert De Niro, Emma Stone",France,24-Jun-2015,2009,TV-14,1 Seasons,Horror,A horror tv show available on Netflix.
s572,Movie,Title 572,Sara Davis,"Zendaya, Scarlett Johansson",South Korea,24-Jul-2018,2004,TV-14,89 min,Drama,A drama movie available on Netflix.
s573,Movie,Title 573,Sara Davis,"Aamir Khan, Scarlett Johansson, Chris Evans, Alia Bhatt",India,11-Nov-2017,2003,TV-PG,164 min,"Action, Documentary, Crime","A action, documentary, crime movie available on Netflix."
s574,TV Show,Title 574,David Wilson,"Zendaya, Aamir Khan",United States,6-Feb-2023,2014,TV-PG,7 Seasons,"Thriller, Documentary, Action","A thriller, documentary, action tv show available on Netflix."
s575,TV Show,Title 575,Sara Davis,"Chris Evans, Robert De Niro",France,15-Nov-2024,2004,G,8 Seasons,"Sci-Fi, Comedy, Romance","A sci-fi, comedy, romance tv show available on Netflix."
s576,TV Show,Title 576,Rachel Adams,"Emma Stone, Robert De Niro, Zendaya",Canada,26-Feb-2016,2020,G,3 Seasons,"Crime, Romance, Documentary","A crime, romance, documentary tv show available on Netflix."
s577,Movie,Title 577,Sara Davis,"Alia Bhatt, Ryan Reynolds, Zendaya, Scarlett Johansson",Germany,8-Dec-2024,1995,PG-13,105 min,Sci-Fi,A sci-fi movie available on Netflix.
s578,Movie,Title 578,John Smith,"Millie Bobby Brown, Alia Bhatt",Japan,11-Jul-2020,2021,TV-PG,92 min,"Action, Documentary, Thriller","A action, documentary, thriller movie available on Netflix."
s579,Movie,Title 579,Rachel Adams,"Ryan Reynolds, Robert De Niro, Zendaya, Chris Evans",United Kingdom,9-Dec-2016,2008,TV-PG,131 min,"Drama, Documentary","A drama, documentary movie available on Netflix."
s580,Movie,Title 580,Michael Brown,"Aamir Khan, Zendaya, Robert De Niro, Chris Evans",United Kingdom,22-Sep-2018,2012,G,60 min,"Thriller, Documentary","A thriller, documentary movie available on Netflix."
s581,TV Show,Title 581,James Lewis,"Tom Holland, Ryan Reynolds, Alia Bhatt, Scarlett Johansson",Spain,21-Aug-2015,2008,G,7 Seasons,Horror,A horror tv show available on Netflix.
s582,TV Show,Title 582,Sara Davis,"Scarlett Johansson, Zendaya, Aamir Khan, Millie Bobby Brown",France,4-Jul-2016,2017,TV-MA,7 Seasons,"Drama, Comedy, Sci-Fi","A drama, comedy, sci-fi tv show available on Netflix."
s583,TV Show,Title 583,David Wilson,"Ryan Reynolds, Emma Stone, Scarlett Johansson",France,17-Oct-2023,1994,G,5 Seasons,Crime,A crime tv show available on Netflix.
s584,Movie,Title 584,Rachel Adams,"Robert De Niro, Scarlett Johansson, Ryan Reynolds",South Korea,8-May-2022,2006,TV-PG,125 min,"Action, Thriller","A action, thriller movie available on Netflix."
s585,Movie,Title 585,Sara Davis,"Zendaya, Alia Bhatt, Aamir Khan, Scarlett Johansson",Canada,9-Mar-2017,2012,TV-MA,65 min,"Drama, Sci-Fi, Comedy","A drama, sci-fi, comedy movie available on Netflix."
s586,Movie,Title 586,John Smith,"Tom Holland, Ryan Reynolds, Chris Evans, Aamir Khan",France,15-Jan-2020,1996,TV-MA,94 min,Comedy,A comedy movie available on Netflix.
s587,TV Show,Title 587,John Smith,"Robert De Niro, Ryan Reynolds, Chris Evans, Zendaya",United Kingdom,2-May-2022,2015,TV-14,4 Seasons,Documentary,A documentary tv show available on Netflix.
s588,TV Show,Title 588,Michael Brown,"Zendaya, Scarlett Johansson",United States,28-Jan-2018,1992,TV-PG,8 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s589,TV Show,Title 589,Emily Clark,"Millie Bobby Brown, Chris Evans",Germany,15-Jun-2021,2023,PG-13,6 Seasons,Adventure,A adventure tv show available on Netflix.
s590,TV Show,Title 590,Ava Johnson,"Chris Evans, Millie Bobby Brown, Emma Stone",United Kingdom,14-Oct-2017,2008,PG-13,6 Seasons,"Documentary, Action, Sci-Fi","A documentary, action, sci-fi tv show available on Netflix."
s591,TV Show,Title 591,Michael Brown,"Chris Evans, Tom Holland, Emma Stone",South Korea,24-Apr-2015,1991,R,5 Seasons,Documentary,A documentary tv show available on Netflix.
s592,Movie,Title 592,David Wilson,"Alia Bhatt, Robert De Niro, Chris Evans, Ryan Reynolds",Spain,8-Apr-2019,2008,TV-14,167 min,"Drama, Thriller, Horror","A drama, thriller, horror movie available on Netflix."
s593,TV Show,Title 593,Sara Davis,"Emma Stone, Robert De Niro",Germany,22-Dec-2020,2000,PG-13,7 Seasons,"Documentary, Crime","A documentary, crime tv show available on Netflix."
s594,Movie,Title 594,Rachel Adams,"Alia Bhatt, Millie Bobby Brown",Japan,19-Jun-2022,2017,G,160 min,"Sci-Fi, Documentary","A sci-fi, documentary movie available on Netflix."
s595,Movie,Title 595,Michael Brown,"Aamir Khan, Millie Bobby Brown",Spain,28-Aug-2022,2000,PG-13,146 min,Drama,A drama movie available on Netflix.
s596,TV Show,Title 596,Ava Johnson,"Zendaya, Chris Evans",Canada,16-Mar-2019,2003,TV-14,3 Seasons,Comedy,A comedy tv show available on Netflix.
s597,Movie,Title 597,Sara Davis,"Alia Bhatt, Robert De Niro, Emma Stone, Ryan Reynolds",Spain,20-Jul-2019,2014,TV-MA,64 min,"Sci-Fi, Thriller, Drama","A sci-fi, thriller, drama movie available on Netflix."
s598,TV Show,Title 598,Ava Johnson,"Millie Bobby Brown, Scarlett Johansson, Chris Evans, Aamir Khan",United States,2-Nov-2015,2001,PG-13,6 Seasons,Comedy,A comedy tv show available on Netflix.
s599,TV Show,Title 599,John Smith,"Scarlett Johansson, Ryan Reynolds",India,12-Sep-2019,1994,G,7 Seasons,"Crime, Sci-Fi, Thriller","A crime, sci-fi, thriller tv show available on Netflix."
s600,Movie,Title 600,Sara Davis,"Scarlett Johansson, Tom Holland, Ryan Reynolds",Mexico,26-Sep-2023,2020,TV-MA,87 min,"Drama, Comedy, Thriller","A drama, comedy, thriller movie available on Netflix."
s601,TV Show,Title 601,Sara Davis,"Aamir Khan, Alia Bhatt, Zendaya",United Kingdom,20-Aug-2022,2024,TV-MA,5 Seasons,"Romance, Comedy, Sci-Fi","A romance, comedy, sci-fi tv show available on Netflix."
s602,TV Show,Title 602,Emily Clark,"Ryan Reynolds, Zendaya, Chris Evans, Aamir Khan",Mexico,4-Mar-2024,2004,PG,4 Seasons,"Documentary, Adventure","A documentary, adventure tv show available on Netflix."
s603,Movie,Title 603,Michael Brown,"Robert De Niro, Tom Holland, Chris Evans",Japan,1-Feb-2020,1999,G,72 min,Documentary,A documentary movie available on Netflix.
s604,Movie,Title 604,David Wilson,"Millie Bobby Brown, Scarlett Johansson, Zendaya, Alia Bhatt",India,5-Apr-2024,2013,G,110 min,Adventure,A adventure movie available on Netflix.
s605,Movie,Title 605,John Smith,"Aamir Khan, Scarlett Johansson, Robert De Niro, Alia Bhatt",South Korea,4-Sep-2020,2018,PG,170 min,Action,A action movie available on Netflix.
s606,Movie,Title 606,Emily Clark,"Ryan Reynolds, Zendaya",Germany,24-Apr-2024,2024,PG-13,76 min,"Adventure, Crime, Action","A adventure, crime, action movie available on Netflix."
s607,TV Show,Title 607,Emily Clark,"Emma Stone, Robert De Niro",Japan,14-Dec-2016,2009,G,2 Seasons,"Horror, Documentary, Drama","A horror, documentary, drama tv show available on Netflix."
s608,Movie,Title 608,Emily Clark,"Alia Bhatt, Scarlett Johansson, Chris Evans",Mexico,11-Mar-2018,1993,TV-14,144 min,"Drama, Comedy, Adventure","A drama, comedy, adventure movie available on Netflix."
s609,TV Show,Title 609,James Lewis,"Chris Evans, Emma Stone, Aamir Khan",Japan,28-Oct-2022,2007,TV-PG,2 Seasons,Romance,A romance tv show available on Netflix.
s610,TV Show,Title 610,Sara Davis,"Ryan Reynolds, Chris Evans, Millie Bobby Brown, Robert De Niro",Japan,13-Feb-2023,2024,PG,8 Seasons,"Action, Thriller, Horror","A action, thriller, horror tv show available on Netflix."
s611,Movie,Title 611,Ava Johnson,"Chris Evans, Emma Stone, Robert De Niro, Ryan Reynolds",France,17-Feb-2018,2024,TV-14,88 min,"Action, Adventure, Sci-Fi","A action, adventure, sci-fi movie available on Netflix."
s612,TV Show,Title 612,Rachel Adams,"Aamir Khan, Chris Evans",Japan,14-Jul-2017,1991,PG-13,1 Seasons,Adventure,A adventure tv show available on Netflix.
s613,Movie,Title 613,Rachel Adams,"Ryan Reynolds, Emma Stone, Robert De Niro, Millie Bobby Brown",Germany,14-Dec-2022,1993,G,63 min,Thriller,A thriller movie available on Netflix.
s614,Movie,Title 614,Sara Davis,"Aamir Khan, Ryan Reynolds, Alia Bhatt, Zendaya",Mexico,2-Aug-2020,2015,R,107 min,"Adventure, Drama","A adventure, drama movie available on Netflix."
s615,Movie,Title 615,James Lewis,"Alia Bhatt, Zendaya, Chris Evans",France,7-Oct-2023,2006,PG,94 min,Comedy,A comedy movie available on Netflix.
s616,TV Show,Title 616,Ava Johnson,"Zendaya, Millie Bobby Brown, Ryan Reynolds, Alia Bhatt",Canada,3-Dec-2023,1996,TV-PG,4 Seasons,"Documentary, Horror","A documentary, horror tv show available on Netflix."
s617,Movie,Title 617,James Lewis,"Tom Holland, Aamir Khan",Japan,3-Sep-2017,2019,PG-13,73 min,"Thriller, Sci-Fi, Crime","A thriller, sci-fi, crime movie available on Netflix."
s618,Movie,Title 618,John Smith,"Robert De Niro, Chris Evans, Ryan Reynolds",Spain,28-Jul-2021,1999,TV-PG,175 min,"Adventure, Horror, Crime","A adventure, horror, crime movie available on Netflix."
s619,TV Show,Title 619,Rachel Adams,"Aamir Khan, Robert De Niro",Germany,26-May-2018,2003,R,2 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s620,TV Show,Title 620,John Smith,"Ryan Reynolds, Emma Stone, Millie Bobby Brown, Scarlett Johansson",France,11-Mar-2015,2002,G,8 Seasons,"Comedy, Sci-Fi, Horror","A comedy, sci-fi, horror tv show available on Netflix."
s621,Movie,Title 621,Emily Clark,"Robert De Niro, Chris Evans",Spain,22-Feb-2016,2002,TV-PG,164 min,"Sci-Fi, Thriller, Adventure","A sci-fi, thriller, adventure movie available on Netflix."
s622,Movie,Title 622,Rachel Adams,"Alia Bhatt, Ryan Reynolds, Scarlett Johansson, Tom Holland",Mexico,26-Nov-2016,2019,G,86 min,"Action, Documentary","A action, documentary movie available on Netflix."
s623,TV Show,Title 623,John Smith,"Scarlett Johansson, Zendaya",Mexico,23-Jul-2016,1998,TV-14,2 Seasons,"Documentary, Action","A documentary, action tv show available on Netflix."
s624,TV Show,Title 624,David Wilson,"Emma Stone, Scarlett Johansson, Tom Holland, Alia Bhatt",Germany,7-Dec-2017,1993,PG,6 Seasons,"Romance, Adventure, Thriller","A romance, adventure, thriller tv show available on Netflix."
s625,Movie,Title 625,David Wilson,"Emma Stone, Alia Bhatt, Millie Bobby Brown",Germany,7-Sep-2015,2022,TV-14,63 min,Action,A action movie available on Netflix.
s626,Movie,Title 626,Emily Clark,"Millie Bobby Brown, Zendaya, Emma Stone, Chris Evans",South Korea,7-Jul-2017,2016,R,164 min,"Documentary, Thriller, Romance","A documentary, thriller, romance movie available on Netflix."
